      1  1.784682e-014  1.416208e-005  7.957747e-002  0.000000e+000
      2  4.690423e-015  9.071464e-006  7.957747e-002  0.000000e+000
      3  1.014291e-014  1.173080e-005  7.957747e-002  0.000000e+000
      4  1.553115e-014  1.352097e-005  7.957747e-002  0.000000e+000
      5  3.325686e-015  8.089105e-006  7.957747e-002  0.000000e+000
      6  1.890245e-015  6.700585e-006  7.957747e-002  0.000000e+000
      7  9.706560e-015  1.156011e-005  7.957747e-002  0.000000e+000
      8  6.885041e-015  1.030961e-005  7.957747e-002  0.000000e+000
      9  1.010117e-014  1.171468e-005  7.957747e-002  0.000000e+000
     10  9.906061e-015  1.163877e-005  7.957747e-002  0.000000e+000
     11  3.301975e-014  1.738593e-005  7.957747e-002  0.000000e+000
     12  9.624621e-015  1.152749e-005  7.957747e-002  0.000000e+000
     13  8.224224e-015  1.093885e-005  7.957747e-002  0.000000e+000
     14  9.910494e-015  1.164050e-005  7.957747e-002  0.000000e+000
     15  1.928440e-014  1.453256e-005  7.957747e-002  0.000000e+000
     16  2.320926e-015  7.175087e-006  7.957747e-002  0.000000e+000
     17  2.023590e-014  1.476775e-005  7.957747e-002  0.000000e+000
     18  3.580237e-015  8.290435e-006  7.957747e-002  0.000000e+000
     19  1.058224e-014  1.189778e-005  7.957747e-002  0.000000e+000
     20  1.035262e-014  1.181109e-005  7.957747e-002  0.000000e+000
     21  1.181973e-014  1.234457e-005  7.957747e-002  0.000000e+000
     22  2.024406e-014  1.476973e-005  7.957747e-002  0.000000e+000
     23  1.944977e-014  1.457398e-005  7.957747e-002  0.000000e+000
     24  3.268730e-015  8.042660e-006  7.957747e-002  0.000000e+000
     25  6.983599e-015  1.035857e-005  7.957747e-002  0.000000e+000
     26  1.805497e-014  1.421692e-005  7.957747e-002  0.000000e+000
     27  1.506239e-014  1.338355e-005  7.957747e-002  0.000000e+000
     28  1.689533e-014  1.390579e-005  7.957747e-002  0.000000e+000
     29  3.031672e-015  7.843335e-006  7.957747e-002  0.000000e+000
     30  4.018294e-015  8.615635e-006  7.957747e-002  0.000000e+000
     31  1.228707e-014  1.250517e-005  7.957747e-002  0.000000e+000
     32  7.373791e-015  1.054800e-005  7.957747e-002  0.000000e+000
     33  3.344602e-015  8.104413e-006  7.957747e-002  0.000000e+000
     34  1.879337e-014  1.440815e-005  7.957747e-002  0.000000e+000
     35  2.306034e-014  1.542512e-005  7.957747e-002  0.000000e+000
     36  7.939639e-015  1.081119e-005  7.957747e-002  0.000000e+000
     37  1.328485e-014  1.283489e-005  7.957747e-002  0.000000e+000
     38  1.157433e-014  1.225854e-005  7.957747e-002  0.000000e+000
     39  1.020394e-014  1.175428e-005  7.957747e-002  0.000000e+000
     40  3.546204e-015  8.264082e-006  7.957747e-002  0.000000e+000
     41  6.747259e-015  1.024037e-005  7.957747e-002  0.000000e+000
     42  6.623520e-015  1.017739e-005  7.957747e-002  0.000000e+000
     43  2.963362e-015  7.783978e-006  7.957747e-002  0.000000e+000
     44  1.092100e-014  1.202341e-005  7.957747e-002  0.000000e+000
     45  2.381339e-014  1.559123e-005  7.957747e-002  0.000000e+000
     46  9.675051e-015  1.154758e-005  7.957747e-002  0.000000e+000
     47  1.090928e-014  1.201910e-005  7.957747e-002  0.000000e+000
     48  1.641909e-014  1.377388e-005  7.957747e-002  0.000000e+000
     49  7.824616e-015  1.075873e-005  7.957747e-002  0.000000e+000
     50  3.546204e-015  8.264082e-006  7.957747e-002  0.000000e+000
     51  8.124848e-015  1.089461e-005  7.957747e-002  0.000000e+000
     52  1.605123e-014  1.367024e-005  7.957747e-002  0.000000e+000
     53  3.089717e-015  7.893076e-006  7.957747e-002  0.000000e+000
     54  5.181603e-015  9.377666e-006  7.957747e-002  0.000000e+000
     55  4.599071e-014  1.941616e-005  7.957747e-002  0.000000e+000
     56  1.283721e-014  1.268908e-005  7.957747e-002  0.000000e+000
     57  7.563601e-015  1.063775e-005  7.957747e-002  0.000000e+000
     58  7.085888e-015  1.040890e-005  7.957747e-002  0.000000e+000
     59  3.044548e-015  7.854424e-006  7.957747e-002  0.000000e+000
     60  7.536839e-015  1.062518e-005  7.957747e-002  0.000000e+000
     61  9.304638e-015  1.139829e-005  7.957747e-002  0.000000e+000
     62  7.473656e-015  1.059541e-005  7.957747e-002  0.000000e+000
     63  5.628081e-015  9.639626e-006  7.957747e-002  0.000000e+000
     64  4.028888e-015  8.623200e-006  7.957747e-002  0.000000e+000
     65  1.299317e-014  1.274026e-005  7.957747e-002  0.000000e+000
     66  6.093715e-015  9.898455e-006  7.957747e-002  0.000000e+000
     67  6.423823e-015  1.007406e-005  7.957747e-002  0.000000e+000
     68  4.273608e-015  8.794374e-006  7.957747e-002  0.000000e+000
     69  1.774789e-014  1.413586e-005  7.957747e-002  0.000000e+000
     70  3.339532e-015  8.100315e-006  7.957747e-002  0.000000e+000
     71  1.275244e-014  1.266109e-005  7.957747e-002  0.000000e+000
     72  4.563271e-015  8.988739e-006  7.957747e-002  0.000000e+000
     73  3.754478e-015  8.422802e-006  7.957747e-002  0.000000e+000
     74  7.039867e-015  1.038632e-005  7.957747e-002  0.000000e+000
     75  3.446864e-014  1.763660e-005  7.957747e-002  0.000000e+000
     76  5.375593e-015  9.493263e-006  7.957747e-002  0.000000e+000
     77  1.784554e-014  1.416174e-005  7.957747e-002  0.000000e+000
     78  8.179136e-015  1.091882e-005  7.957747e-002  0.000000e+000
     79  1.520279e-014  1.342500e-005  7.957747e-002  0.000000e+000
     80  1.426921e-014  1.314438e-005  7.957747e-002  0.000000e+000
     81  1.049575e-014  1.186528e-005  7.957747e-002  0.000000e+000
     82  5.115216e-015  9.337445e-006  7.957747e-002  0.000000e+000
     83  6.167652e-015  9.938328e-006  7.957747e-002  0.000000e+000
     84  3.239530e-015  8.018640e-006  7.957747e-002  0.000000e+000
     85  1.515726e-014  1.341159e-005  7.957747e-002  0.000000e+000
     86  2.198809e-014  1.518224e-005  7.957747e-002  0.000000e+000
     87  5.814281e-015  9.744780e-006  7.957747e-002  0.000000e+000
     88  1.665614e-014  1.383985e-005  7.957747e-002  0.000000e+000
     89  1.756130e-014  1.408615e-005  7.957747e-002  0.000000e+000
     90  4.212487e-015  8.752247e-006  7.957747e-002  0.000000e+000
     91  2.168849e-014  1.511297e-005  7.957747e-002  0.000000e+000
